Instance,N,K,Transitions,States,Time(ms),Failed,Features Vectors
TL,7,13,119,116,305.0,False,"{32514177, 29364226, 29364482, 54001796, 32505988, 12587266, 59249154, 32515080, 59248706, 15728784}"
TL,7,14,119,116,285.0,False,"{32514177, 29364226, 29364482, 54001796, 32505988, 12587266, 59249154, 32515080, 59248706, 15728784}"
TL,7,15,119,116,280.0,False,"{32514177, 29364226, 29364482, 54001796, 32505988, 12587266, 59249154, 32515080, 59248706, 15728784}"
TL,8,2,151,148,463.0,False,"{32514177, 29364226, 29364482, 54001796, 32505988, 59249154, 59248706, 32515080, 15728784}"
TL,8,3,151,148,452.0,False,"{32514177, 29364226, 29364482, 54001796, 32505988, 59249154, 59248706, 32515080, 15728784}"
TL,8,4,151,148,393.0,False,"{32514177, 29364226, 29364482, 54001796, 32505988, 59249154, 59248706, 32515080, 15728784}"
TL,8,5,151,148,384.0,False,"{32514177, 29364226, 29364482, 54001796, 32505988, 59249154, 59248706, 32515080, 15728784}"
TL,8,6,151,148,430.0,False,"{32514177, 29364226, 29364482, 54001796, 32505988, 59249154, 59248706, 32515080, 15728784}"
TL,8,7,151,148,383.0,False,"{32514177, 29364226, 29364482, 54001796, 32505988, 59249154, 59248706, 32515080, 15728784}"
TL,8,8,151,148,386.0,False,"{32514177, 29364226, 29364482, 54001796, 32505988, 59249154, 59248706, 32515080, 15728784}"
TL,8,9,151,148,391.0,False,"{32514177, 29364226, 29364482, 54001796, 32505988, 59249154, 59248706, 32515080, 15728784}"
TL,8,10,151,148,404.0,False,"{32514177, 29364226, 29364482, 54001796, 32505988, 59249154, 59248706, 32515080, 15728784}"
TL,8,11,151,148,387.0,False,"{32514177, 29364226, 29364482, 54001796, 32505988, 59249154, 59248706, 32515080, 15728784}"
TL,8,12,151,148,411.0,False,"{32514177, 29364226, 29364482, 54001796, 32505988, 59249154, 59248706, 32515080, 15728784}"
TL,8,13,151,148,385.0,False,"{32514177, 29364226, 29364482, 54001796, 32505988, 59249154, 59248706, 32515080, 15728784}"
TL,8,14,151,148,386.0,False,"{32514177, 29364226, 29364482, 54001796, 32505988, 59249154, 59248706, 32515080, 15728784}"
