Instance,N,K,Name,Transitions,States,Time(ms),Failed,Method
TA,3,3,./results/models/TA/3-3/TA-3-3-400-partial.pth,258,198,3558,False,3-3
TA,3,4,./results/models/TA/3-3/TA-3-3-400-partial.pth,295,219,4139,False,3-3
TA,3,5,./results/models/TA/3-3/TA-3-3-400-partial.pth,300,226,3789,False,3-3
TA,3,6,./results/models/TA/3-3/TA-3-3-400-partial.pth,362,256,5286,False,3-3
TA,3,7,./results/models/TA/3-3/TA-3-3-400-partial.pth,397,274,5749,False,3-3
TA,3,8,./results/models/TA/3-3/TA-3-3-400-partial.pth,363,268,4023,False,3-3
TA,3,9,./results/models/TA/3-3/TA-3-3-400-partial.pth,396,288,4568,False,3-3
TA,3,10,./results/models/TA/3-3/TA-3-3-400-partial.pth,426,306,4987,False,3-3
TA,3,11,./results/models/TA/3-3/TA-3-3-400-partial.pth,543,355,9449,False,3-3
TA,3,12,./results/models/TA/3-3/TA-3-3-400-partial.pth,441,319,5361,False,3-3
TA,3,13,./results/models/TA/3-3/TA-3-3-400-partial.pth,514,357,6959,False,3-3
TA,3,14,./results/models/TA/3-3/TA-3-3-400-partial.pth,525,361,7206,False,3-3
TA,3,15,./results/models/TA/3-3/TA-3-3-400-partial.pth,552,386,7782,False,3-3
TA,4,2,./results/models/TA/3-3/TA-3-3-400-partial.pth,698,531,33524,False,3-3
TA,4,3,./results/models/TA/3-3/TA-3-3-400-partial.pth,743,561,38565,False,3-3
TA,4,4,./results/models/TA/3-3/TA-3-3-400-partial.pth,805,599,36843,False,3-3
TA,4,5,./results/models/TA/3-3/TA-3-3-400-partial.pth,833,621,37307,False,3-3
TA,4,6,./results/models/TA/3-3/TA-3-3-400-partial.pth,858,639,37124,False,3-3
TA,4,7,./results/models/TA/3-3/TA-3-3-400-partial.pth,936,686,40147,False,3-3
TA,4,8,./results/models/TA/3-3/TA-3-3-400-partial.pth,1003,732,45352,False,3-3
TA,4,9,./results/models/TA/3-3/TA-3-3-400-partial.pth,1081,786,52405,False,3-3
TA,4,10,./results/models/TA/3-3/TA-3-3-400-partial.pth,1153,838,57096,False,3-3
TA,4,11,./results/models/TA/3-3/TA-3-3-400-partial.pth,1160,838,49491,False,3-3
TA,4,12,./results/models/TA/3-3/TA-3-3-400-partial.pth,1244,896,55558,False,3-3
TA,4,13,./results/models/TA/3-3/TA-3-3-400-partial.pth,1330,953,63406,False,3-3
TA,4,14,./results/models/TA/3-3/TA-3-3-400-partial.pth,1112,816,38541,False,3-3
TA,4,15,./results/models/TA/3-3/TA-3-3-400-partial.pth,1374,987,66144,False,3-3
TA,5,2,./results/models/TA/3-3/TA-3-3-400-partial.pth,1793,1317,263222,False,3-3
TA,5,3,./results/models/TA/3-3/TA-3-3-400-partial.pth,1886,1379,254560,False,3-3
TA,5,4,./results/models/TA/3-3/TA-3-3-400-partial.pth,1979,1441,258984,False,3-3
TA,5,5,./results/models/TA/3-3/TA-3-3-400-partial.pth,2130,1542,286694,False,3-3
TA,5,6,./results/models/TA/3-3/TA-3-3-400-partial.pth,2173,1570,264109,False,3-3
TA,5,7,./results/models/TA/3-3/TA-3-3-400-partial.pth,2245,1627,264119,False,3-3
TA,5,8,./results/models/TA/3-3/TA-3-3-400-partial.pth,2409,1728,292964,False,3-3
TA,5,9,./results/models/TA/3-3/TA-3-3-400-partial.pth,1766,1338,117160,False,3-3
TA,5,10,./results/models/TA/3-3/TA-3-3-400-partial.pth,2955,2064,429168,False,3-3
TA,5,11,./results/models/TA/3-3/TA-3-3-400-partial.pth,2666,1912,295164,False,3-3
TA,5,12,./results/models/TA/3-3/TA-3-3-400-partial.pth,3098,2162,423339,False,3-3
TA,5,13,./results/models/TA/3-3/TA-3-3-400-partial.pth,3148,2194,414581,False,3-3
TA,5,14,./results/models/TA/3-3/TA-3-3-400-partial.pth,3381,2332,494551,False,3-3
TA,5,15,./results/models/TA/3-3/TA-3-3-400-partial.pth,3584,2457,533282,False,3-3
TA,6,2,./results/models/TA/3-3/TA-3-3-400-partial.pth,3630,2851,1112411,False,3-3
TA,6,3,./results/models/TA/3-3/TA-3-3-400-partial.pth,3412,2709,878121,False,3-3
TA,6,4,./results/models/TA/3-3/TA-3-3-400-partial.pth,3373,2665,764286,False,3-3
TA,6,5,./results/models/TA/3-3/TA-3-3-400-partial.pth,4019,3078,1064506,False,3-3
TA,6,6,./results/models/TA/3-3/TA-3-3-400-partial.pth,3738,2913,798475,False,3-3
TA,6,7,./results/models/TA/3-3/TA-3-3-400-partial.pth,4201,3219,961229,False,3-3
TA,6,8,./results/models/TA/3-3/TA-3-3-400-partial.pth,4791,3614,1218960,False,3-3
TA,6,9,./results/models/TA/3-3/TA-3-3-400-partial.pth,4614,3490,974881,False,3-3
TA,6,10,./results/models/TA/3-3/TA-3-3-400-partial.pth,4888,3674,1035546,False,3-3
TA,6,11,./results/models/TA/3-3/TA-3-3-400-partial.pth,5097,3821,1056978,False,3-3
TA,6,12,./results/models/TA/3-3/TA-3-3-400-partial.pth,5685,4224,1379381,False,3-3
TA,6,13,./results/models/TA/3-3/TA-3-3-400-partial.pth,5774,4262,1315933,False,3-3
TA,6,14,./results/models/TA/3-3/TA-3-3-400-partial.pth,6238,4564,1506916,False,3-3
TA,6,15,./results/models/TA/3-3/TA-3-3-400-partial.pth,6177,4523,1345096,False,3-3
TA,7,2,./results/models/TA/3-3/TA-3-3-400-partial.pth,4405,3781,1754727,False,3-3
TA,7,3,./results/models/TA/3-3/TA-3-3-400-partial.pth,6616,5475,3484528,False,3-3
TA,7,4,./results/models/TA/3-3/TA-3-3-400-partial.pth,5206,4313,1867278,False,3-3
TA,7,5,./results/models/TA/3-3/TA-3-3-400-partial.pth,5627,4603,1959753,False,3-3
TA,7,6,./results/models/TA/3-3/TA-3-3-400-partial.pth,6064,4896,2028914,False,3-3
TA,7,7,./results/models/TA/3-3/TA-3-3-400-partial.pth,6374,5095,2050248,False,3-3
TA,7,8,./results/models/TA/3-3/TA-3-3-400-partial.pth,8756,6890,3999590,False,3-3
TA,7,9,./results/models/TA/3-3/TA-3-3-400-partial.pth,9412,7358,4573484,False,3-3
TA,7,10,./results/models/TA/3-3/TA-3-3-400-partial.pth,7772,6056,2437557,False,3-3
TA,7,11,./results/models/TA/3-3/TA-3-3-400-partial.pth,9931,7699,4273697,False,3-3
